prolificId,taskId,dataset,taskPrompt,taskDifficulty,taskType,userDriven,group,measure,value
5e9ce99a8035dd1cf6b23aa7,8,cluster_hard_task_2,Select the points which belong to the cluster centered on the cross.,hard,cluster,supported,hard_cluster,secondsOnTask,15.699
5e9ce99a8035dd1cf6b23aa7,23,out_easy_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_outlier_cluster,accuracy,0.8
5e9ce99a8035dd1cf6b23aa7,23,out_easy_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_outlier_cluster,difficulty,1
5e9ce99a8035dd1cf6b23aa7,23,out_easy_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_outlier_cluster,confidence,1
5e9ce99a8035dd1cf6b23aa7,23,out_easy_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_outlier_cluster,secondsOnTask,14.438
5e9ce99a8035dd1cf6b23aa7,24,out_easy_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_outlier_cluster,accuracy,1
5e9ce99a8035dd1cf6b23aa7,24,out_easy_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_outlier_cluster,difficulty,1
5e9ce99a8035dd1cf6b23aa7,24,out_easy_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_outlier_cluster,confidence,1
5e9ce99a8035dd1cf6b23aa7,24,out_easy_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_outlier_cluster,secondsOnTask,12.241
5e9ce99a8035dd1cf6b23aa7,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_outlier_linear,accuracy,1
5e9ce99a8035dd1cf6b23aa7,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_outlier_linear,difficulty,1
5e9ce99a8035dd1cf6b23aa7,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_outlier_linear,confidence,1
5e9ce99a8035dd1cf6b23aa7,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_outlier_linear,secondsOnTask,11.928
5e9ce99a8035dd1cf6b23aa7,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_outlier_linear,accuracy,0.75
5e9ce99a8035dd1cf6b23aa7,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_outlier_linear,difficulty,1
5e9ce99a8035dd1cf6b23aa7,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_outlier_linear,confidence,3
5e9ce99a8035dd1cf6b23aa7,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_outlier_linear,secondsOnTask,11.662
5e9ce99a8035dd1cf6b23aa7,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_outlier_cluster,accuracy,0.6363636363636364
5e9ce99a8035dd1cf6b23aa7,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_outlier_cluster,difficulty,2
5e9ce99a8035dd1cf6b23aa7,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_outlier_cluster,confidence,3
5e9ce99a8035dd1cf6b23aa7,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_outlier_cluster,secondsOnTask,16.916
5e9ce99a8035dd1cf6b23aa7,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_outlier_cluster,accuracy,1
5e9ce99a8035dd1cf6b23aa7,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_outlier_cluster,difficulty,1
5e9ce99a8035dd1cf6b23aa7,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_outlier_cluster,confidence,1
5e9ce99a8035dd1cf6b23aa7,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_outlier_cluster,secondsOnTask,10.505
5e9ce99a8035dd1cf6b23aa7,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_outlier_cluster,accuracy,0.85
5e9ce99a8035dd1cf6b23aa7,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_outlier_cluster,difficulty,3
5e9ce99a8035dd1cf6b23aa7,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_outlier_cluster,confidence,3
5e9ce99a8035dd1cf6b23aa7,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_outlier_cluster,secondsOnTask,19.37
5e9ce99a8035dd1cf6b23aa7,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_outlier_cluster,accuracy,0.84
5e9ce99a8035dd1cf6b23aa7,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_outlier_cluster,difficulty,3
5e9ce99a8035dd1cf6b23aa7,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_outlier_cluster,confidence,3
5e9ce99a8035dd1cf6b23aa7,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_outlier_cluster,secondsOnTask,21.13
5e9ce99a8035dd1cf6b23aa7,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_outlier_linear,accuracy,1
5e9ce99a8035dd1cf6b23aa7,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_outlier_linear,difficulty,1
5e9ce99a8035dd1cf6b23aa7,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_outlier_linear,confidence,1
5e9ce99a8035dd1cf6b23aa7,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_outlier_linear,secondsOnTask,15.606
5e9ce99a8035dd1cf6b23aa7,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_outlier_linear,accuracy,1
5e9ce99a8035dd1cf6b23aa7,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_outlier_linear,difficulty,1
5e9ce99a8035dd1cf6b23aa7,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_outlier_linear,confidence,1
5e9ce99a8035dd1cf6b23aa7,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_outlier_linear,secondsOnTask,13.328
5e9ce99a8035dd1cf6b23aa7,41,sky_easy_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,supported,easy_skyline,accuracy,0.8
5e9ce99a8035dd1cf6b23aa7,41,sky_easy_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,supported,easy_skyline,difficulty,1
5e9ce99a8035dd1cf6b23aa7,41,sky_easy_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,supported,easy_skyline,confidence,1
5e9ce99a8035dd1cf6b23aa7,41,sky_easy_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,supported,easy_skyline,secondsOnTask,14.34
5e9ce99a8035dd1cf6b23aa7,42,sky_easy_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,manual,easy_skyline,accuracy,1
5e9ce99a8035dd1cf6b23aa7,42,sky_easy_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,manual,easy_skyline,difficulty,1
5e9ce99a8035dd1cf6b23aa7,42,sky_easy_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,manual,easy_skyline,confidence,2
5e9ce99a8035dd1cf6b23aa7,42,sky_easy_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,manual,easy_skyline,secondsOnTask,27.1
5e9ce99a8035dd1cf6b23aa7,44,sky_med_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,supported,medium_skyline,accuracy,1
5e9ce99a8035dd1cf6b23aa7,44,sky_med_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,supported,medium_skyline,difficulty,1
5e9ce99a8035dd1cf6b23aa7,44,sky_med_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,supported,medium_skyline,confidence,1
5e9ce99a8035dd1cf6b23aa7,44,sky_med_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,supported,medium_skyline,secondsOnTask,27.418
5e9ce99a8035dd1cf6b23aa7,45,sky_med_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,manual,medium_skyline,accuracy,1
5e9ce99a8035dd1cf6b23aa7,45,sky_med_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,manual,medium_skyline,difficulty,1
5e9ce99a8035dd1cf6b23aa7,45,sky_med_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,manual,medium_skyline,confidence,1
5e9ce99a8035dd1cf6b23aa7,45,sky_med_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,manual,medium_skyline,secondsOnTask,15.743
5e9ce99a8035dd1cf6b23aa7,47,sky_hard_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",hard,skyline,supported,hard_skyline,accuracy,0.8571428571428572
5e9ce99a8035dd1cf6b23aa7,47,sky_hard_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",hard,skyline,supported,hard_skyline,difficulty,2
5e9ce99a8035dd1cf6b23aa7,47,sky_hard_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",hard,skyline,supported,hard_skyline,confidence,2
5e9ce99a8035dd1cf6b23aa7,47,sky_hard_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",hard,skyline,supported,hard_skyline,secondsOnTask,16.664
5e9ce99a8035dd1cf6b23aa7,48,sky_hard_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",hard,skyline,manual,hard_skyline,accuracy,1
5e9ce99a8035dd1cf6b23aa7,48,sky_hard_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",hard,skyline,manual,hard_skyline,difficulty,2
5e9ce99a8035dd1cf6b23aa7,48,sky_hard_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",hard,skyline,manual,hard_skyline,confidence,2
5e9ce99a8035dd1cf6b23aa7,48,sky_hard_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",hard,skyline,manual,hard_skyline,secondsOnTask,18.083
5e9ce99a8035dd1cf6b23aa7,50,lin_easy_task_1,Select all the points that are consistent with the major trend you see.,easy,linear regression,manual,easy_linear regression,accuracy,1
5e9ce99a8035dd1cf6b23aa7,50,lin_easy_task_1,Select all the points that are consistent with the major trend you see.,easy,linear regression,manual,easy_linear regression,difficulty,1
5e9ce99a8035dd1cf6b23aa7,50,lin_easy_task_1,Select all the points that are consistent with the major trend you see.,easy,linear regression,manual,easy_linear regression,confidence,1
5e9ce99a8035dd1cf6b23aa7,50,lin_easy_task_1,Select all the points that are consistent with the major trend you see.,easy,linear regression,manual,easy_linear regression,secondsOnTask,22.904
5e9ce99a8035dd1cf6b23aa7,51,lin_easy_task_2,Select all the points that are consistent with the major trend you see.,easy,linear regression,supported,easy_linear regression,accuracy,0.9950248756218906
5e9ce99a8035dd1cf6b23aa7,51,lin_easy_task_2,Select all the points that are consistent with the major trend you see.,easy,linear regression,supported,easy_linear regression,difficulty,1
5e9ce99a8035dd1cf6b23aa7,51,lin_easy_task_2,Select all the points that are consistent with the major trend you see.,easy,linear regression,supported,easy_linear regression,confidence,1
5e9ce99a8035dd1cf6b23aa7,51,lin_easy_task_2,Select all the points that are consistent with the major trend you see.,easy,linear regression,supported,easy_linear regression,secondsOnTask,22.134
5e9ce99a8035dd1cf6b23aa7,56,lin_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,linear regression,manual,hard_linear regression,accuracy,0.9894179894179894
5e9ce99a8035dd1cf6b23aa7,56,lin_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,linear regression,manual,hard_linear regression,difficulty,3
5e9ce99a8035dd1cf6b23aa7,56,lin_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,linear regression,manual,hard_linear regression,confidence,3
5e9ce99a8035dd1cf6b23aa7,56,lin_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,linear regression,manual,hard_linear regression,secondsOnTask,21.765
5e9ce99a8035dd1cf6b23aa7,57,lin_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,linear regression,supported,hard_linear regression,accuracy,0.970873786407767
5e9ce99a8035dd1cf6b23aa7,57,lin_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,linear regression,supported,hard_linear regression,difficulty,1
5e9ce99a8035dd1cf6b23aa7,57,lin_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,linear regression,supported,hard_linear regression,confidence,1
5e9ce99a8035dd1cf6b23aa7,57,lin_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,linear regression,supported,hard_linear regression,secondsOnTask,27.025
5e9ce99a8035dd1cf6b23aa7,59,quad_easy_task_1,Select all the points that are consistent with the major trend you see.,easy,quadratic regression,manual,easy_quadratic regression,accuracy,0.96
5e9ce99a8035dd1cf6b23aa7,59,quad_easy_task_1,Select all the points that are consistent with the major trend you see.,easy,quadratic regression,manual,easy_quadratic regression,difficulty,3
5e9ce99a8035dd1cf6b23aa7,59,quad_easy_task_1,Select all the points that are consistent with the major trend you see.,easy,quadratic regression,manual,easy_quadratic regression,confidence,3
5e9ce99a8035dd1cf6b23aa7,59,quad_easy_task_1,Select all the points that are consistent with the major trend you see.,easy,quadratic regression,manual,easy_quadratic regression,secondsOnTask,36.201
5e9ce99a8035dd1cf6b23aa7,60,quad_easy_task_2,Select all the points that are consistent with the major trend you see.,easy,quadratic regression,supported,easy_quadratic regression,accuracy,1
5e9ce99a8035dd1cf6b23aa7,60,quad_easy_task_2,Select all the points that are consistent with the major trend you see.,easy,quadratic regression,supported,easy_quadratic regression,difficulty,3
5e9ce99a8035dd1cf6b23aa7,60,quad_easy_task_2,Select all the points that are consistent with the major trend you see.,easy,quadratic regression,supported,easy_quadratic regression,confidence,4
5e9ce99a8035dd1cf6b23aa7,60,quad_easy_task_2,Select all the points that are consistent with the major trend you see.,easy,quadratic regression,supported,easy_quadratic regression,secondsOnTask,24.797
5e9ce99a8035dd1cf6b23aa7,62,quad_med_task_1,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,manual,medium_quadratic regression,accuracy,0.988950276243094
5e9ce99a8035dd1cf6b23aa7,62,quad_med_task_1,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,manual,medium_quadratic regression,difficulty,3
5e9ce99a8035dd1cf6b23aa7,62,quad_med_task_1,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,manual,medium_quadratic regression,confidence,3
5e9ce99a8035dd1cf6b23aa7,62,quad_med_task_1,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,manual,medium_quadratic regression,secondsOnTask,18.81
5e9ce99a8035dd1cf6b23aa7,63,quad_med_task_2,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,supported,medium_quadratic regression,accuracy,0.9791666666666666
5e9ce99a8035dd1cf6b23aa7,63,quad_med_task_2,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,supported,medium_quadratic regression,difficulty,2
5e9ce99a8035dd1cf6b23aa7,63,quad_med_task_2,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,supported,medium_quadratic regression,confidence,2
5e9ce99a8035dd1cf6b23aa7,63,quad_med_task_2,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,supported,medium_quadratic regression,secondsOnTask,20.913
5e9ce99a8035dd1cf6b23aa7,65,quad_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,supported,hard_quadratic regression,accuracy,0.9611111111111111
5e9ce99a8035dd1cf6b23aa7,65,quad_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,supported,hard_quadratic regression,difficulty,1
5e9ce99a8035dd1cf6b23aa7,65,quad_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,supported,hard_quadratic regression,confidence,1
5e9ce99a8035dd1cf6b23aa7,65,quad_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,supported,hard_quadratic regression,secondsOnTask,13.39
5e9ce99a8035dd1cf6b23aa7,66,quad_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,manual,hard_quadratic regression,accuracy,0.9078947368421053
5e9ce99a8035dd1cf6b23aa7,66,quad_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,manual,hard_quadratic regression,difficulty,3
5e9ce99a8035dd1cf6b23aa7,66,quad_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,manual,hard_quadratic regression,confidence,4
5e9ce99a8035dd1cf6b23aa7,66,quad_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,manual,hard_quadratic regression,secondsOnTask,24.98
5e9ce901a746bc21794c1cde,1,cluster_easy_task_1,Select the points which belong to the cluster centered on the cross.,easy,cluster,manual,easy_cluster,accuracy,1
5e9ce901a746bc21794c1cde,1,cluster_easy_task_1,Select the points which belong to the cluster centered on the cross.,easy,cluster,manual,easy_cluster,difficulty,1
5e9ce901a746bc21794c1cde,1,cluster_easy_task_1,Select the points which belong to the cluster centered on the cross.,easy,cluster,manual,easy_cluster,confidence,1
5e9ce901a746bc21794c1cde,1,cluster_easy_task_1,Select the points which belong to the cluster centered on the cross.,easy,cluster,manual,easy_cluster,secondsOnTask,40.354
5e9ce901a746bc21794c1cde,2,cluster_easy_task_2,Select the points which belong to the cluster centered on the cross.,easy,cluster,supported,easy_cluster,accuracy,1
5e9ce901a746bc21794c1cde,2,cluster_easy_task_2,Select the points which belong to the cluster centered on the cross.,easy,cluster,supported,easy_cluster,difficulty,1
5e9ce901a746bc21794c1cde,2,cluster_easy_task_2,Select the points which belong to the cluster centered on the cross.,easy,cluster,supported,easy_cluster,confidence,1
5e9ce901a746bc21794c1cde,2,cluster_easy_task_2,Select the points which belong to the cluster centered on the cross.,easy,cluster,supported,easy_cluster,secondsOnTask,14.384
5e9ce901a746bc21794c1cde,4,cluster_med_task_1,Select the points which belong to the cluster centered on the cross.,medium,cluster,supported,medium_cluster,accuracy,1
5e9ce901a746bc21794c1cde,4,cluster_med_task_1,Select the points which belong to the cluster centered on the cross.,medium,cluster,supported,medium_cluster,difficulty,3
5e9ce901a746bc21794c1cde,4,cluster_med_task_1,Select the points which belong to the cluster centered on the cross.,medium,cluster,supported,medium_cluster,confidence,3
5e9ce901a746bc21794c1cde,4,cluster_med_task_1,Select the points which belong to the cluster centered on the cross.,medium,cluster,supported,medium_cluster,secondsOnTask,14.115
5e9ce901a746bc21794c1cde,5,cluster_med_task_2,Select the points which belong to the cluster centered on the cross.,medium,cluster,manual,medium_cluster,accuracy,0.9791666666666666
5e9ce901a746bc21794c1cde,5,cluster_med_task_2,Select the points which belong to the cluster centered on the cross.,medium,cluster,manual,medium_cluster,difficulty,1
5e9ce901a746bc21794c1cde,5,cluster_med_task_2,Select the points which belong to the cluster centered on the cross.,medium,cluster,manual,medium_cluster,confidence,1
